binomial,source,source_says_relation,source_says_accepted_parent,source_record_id,authority,synonym_type,contest_class,contest_reason,evidence,n_sources_accepted,n_sources_synonym,all_claimed_parents,name_full
Liparis rotundifolia,wcvp,synonym_of,Liparis cardiophylla,113160,Cogn.,Heterotypic,parent_contested,"all 2 source(s) place it in Liparis cardiophylla, but Liparis cardiophylla is itself contested",explicit,0,2,Liparis cardiophylla,Liparis rotundifolia Cogn.
Liparis rotundifolia,wfo,synonym_of,Liparis cardiophylla,wfo-0000228499,Cogn.,Unknown,parent_contested,"all 2 source(s) place it in Liparis cardiophylla, but Liparis cardiophylla is itself contested",explicit,0,2,Liparis cardiophylla,Liparis rotundifolia Cogn.
Liparis rupestris,wcvp,accepted+synonym_of,Liparis petiolata,113164,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis petiolata)",explicit,3,3,Liparis petiolata,
Liparis rupestris,wfo,accepted+synonym_of,Liparis petiolata,wfo-0000228503,,,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis petiolata)",explicit,3,3,Liparis petiolata,
Liparis rupestris,cites_csv,accepted,,69796,"Griff., 1851",,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis petiolata)",explicit,3,3,Liparis petiolata,"Liparis rupestris Griff., 1851"
Liparis rupestris,user_synonyms,synonym_of,Liparis petiolata,10394,,Heterotypic,status_conflict,"accepted by cites_csv, wcvp, wfo; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis petiolata)",explicit,3,3,Liparis petiolata,Liparis rupestris var. purpurascens
Liparis rusbyi,wcvp,synonym_of,Liparis ramosa,113167,Rolfe,Heterotypic,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Liparis ramosa)",explicit,2,1,Liparis ramosa,Liparis rusbyi Rolfe
Liparis rusbyi,wfo,accepted,,wfo-0000228506,Rolfe,,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Liparis ramosa)",explicit,2,1,Liparis ramosa,Liparis rusbyi Rolfe
Liparis rusbyi,cites_csv,accepted,,71516,"Rolfe, 1907",,status_conflict,"accepted by cites_csv, wfo; treated as a synonym by wcvp (of Liparis ramosa)",explicit,2,1,Liparis ramosa,"Liparis rusbyi Rolfe, 1907"
Liparis ruybarrettoi,wcvp,synonym_of,Liparis bootanensis,113169,S.Y.Hu & Barretto,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis ruybarrettoi S.Y.Hu & Barretto
Liparis ruybarrettoi,wfo,synonym_of,Liparis bootanensis,wfo-0000228508,S.Y.Hu & Barretto,Unknown,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis ruybarrettoi S.Y.Hu & Barretto
Liparis ruybarrettoi,user_synonyms,synonym_of,Liparis bootanensis,6833,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis ruybarrettoi
Liparis sachalinensis,wcvp,synonym_of,Liparis loeselii,113170,Nakai,Homotypic,parent_contested,"all 2 source(s) place it in Liparis loeselii, but Liparis loeselii is itself contested",explicit,0,2,Liparis loeselii,Liparis sachalinensis Nakai
Liparis sachalinensis,wfo,synonym_of,Liparis loeselii,wfo-0000228510,Nakai,Unknown,parent_contested,"all 2 source(s) place it in Liparis loeselii, but Liparis loeselii is itself contested",explicit,0,2,Liparis loeselii,Liparis sachalinensis Nakai
Liparis scleriifolia,wcvp,synonym_of,Liparis imperatifolia,113180,Schltr.,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis imperatifolia)",explicit,1,2,Liparis imperatifolia,Liparis scleriifolia Schltr.
Liparis scleriifolia,wfo,synonym_of,Liparis imperatifolia,wfo-0000228521,Schltr.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis imperatifolia)",explicit,1,2,Liparis imperatifolia,Liparis scleriifolia Schltr.
Liparis scleriifolia,cites_csv,accepted,,78221,"Schltr., 1922",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis imperatifolia)",explicit,1,2,Liparis imperatifolia,"Liparis scleriifolia Schltr., 1922"
Liparis simeonis,wcvp,synonym_of,Liparis odorata,113191,Schltr.,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis simeonis Schltr.
Liparis simeonis,wfo,synonym_of,Liparis odorata,wfo-0000228533,Schltr.,Unknown,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis simeonis Schltr.
Liparis simeonis,user_synonyms,synonym_of,Liparis odorata,10375,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis simeonis
Liparis similis,wcvp,synonym_of,Liparis genychila,113192,Schltr.,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis genychila)",explicit,1,2,Liparis genychila,Liparis similis Schltr.
Liparis similis,wfo,synonym_of,Liparis genychila,wfo-0000228534,Schltr.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis genychila)",explicit,1,2,Liparis genychila,Liparis similis Schltr.
Liparis similis,cites_csv,accepted,,79813,"Schltr., 1911",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis genychila)",explicit,1,2,Liparis genychila,"Liparis similis Schltr., 1911"
Liparis spiralipetala,wcvp,synonym_of,Alatiliparis spiralipetala,113202,J.J.Sm.,Homotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Alatiliparis spiralipetala)",explicit,1,2,Alatiliparis spiralipetala,Liparis spiralipetala J.J.Sm.
Liparis spiralipetala,wfo,synonym_of,Alatiliparis spiralipetala,wfo-0000228544,J.J.Sm.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Alatiliparis spiralipetala)",explicit,1,2,Alatiliparis spiralipetala,Liparis spiralipetala J.J.Sm.
Liparis spiralipetala,cites_csv,accepted,,71337,"J.J.Sm., 1927",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Alatiliparis spiralipetala)",explicit,1,2,Alatiliparis spiralipetala,"Liparis spiralipetala J.J.Sm., 1927"
Liparis stenostachya,wcvp,synonym_of,Liparis elegans,113206,Schltr.,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis elegans)",explicit,1,3,Liparis elegans,Liparis stenostachya Schltr.
Liparis stenostachya,wfo,synonym_of,Liparis elegans,wfo-0000228548,Schltr.,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis elegans)",explicit,1,3,Liparis elegans,Liparis stenostachya Schltr.
Liparis stenostachya,cites_csv,accepted,,82595,"Schltr., 1911",,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis elegans)",explicit,1,3,Liparis elegans,"Liparis stenostachya Schltr., 1911"
Liparis stenostachya,user_synonyms,synonym_of,Liparis elegans,3983,,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by user_synonyms, wcvp, wfo (of Liparis elegans)",explicit,1,3,Liparis elegans,Liparis stenostachya
Liparis stricta,wcvp,synonym_of,Liparis elegans|Liparis layardii,113211,J.J.Sm.,Heterotypic,parent_conflict,"placed in 2 different parents: Liparis elegans, Liparis layardii",explicit,0,3,Liparis elegans|Liparis layardii,Liparis stricta J.J.Sm.
Liparis stricta,wfo,synonym_of,Liparis elegans|Liparis layardii,wfo-0000228553,Schltr.,Unknown,parent_conflict,"placed in 2 different parents: Liparis elegans, Liparis layardii",explicit,0,3,Liparis elegans|Liparis layardii,Liparis stricta Schltr.
Liparis stricta,user_synonyms,synonym_of,Liparis elegans,3978,,Heterotypic,parent_conflict,"placed in 2 different parents: Liparis elegans, Liparis layardii",explicit,0,3,Liparis elegans|Liparis layardii,Liparis stricta
Liparis subplicata,wcvp,synonym_of,Liparis bootanensis,113213,Tang & F.T.Wang,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis subplicata Tang & F.T.Wang
Liparis subplicata,wfo,synonym_of,Liparis bootanensis,wfo-0000228556,Tang & F.T.Wang,Unknown,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis subplicata Tang & F.T.Wang
Liparis subplicata,user_synonyms,synonym_of,Liparis bootanensis,6841,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis subplicata
Liparis teniana,wcvp,synonym_of,Liparis odorata,113224,Kraenzl.,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis teniana Kraenzl.
Liparis teniana,wfo,synonym_of,Liparis odorata,wfo-0000228568,Kraenzl.,Unknown,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis teniana Kraenzl.
Liparis teniana,user_synonyms,synonym_of,Liparis odorata,10381,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis teniana
Liparis tenii,wcvp,synonym_of,Liparis odorata,113225,Schltr.,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis tenii Schltr.
Liparis tenii,wfo,synonym_of,Liparis odorata,wfo-0000228569,Schltr.,Unknown,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis tenii Schltr.
Liparis tenii,user_synonyms,synonym_of,Liparis odorata,10379,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis tenii
Liparis tenuis,wcvp,accepted+synonym_of,Liparis tenella,113228,J.J.Sm.,Nomenclatural,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis tenella)",explicit,4,2,Liparis tenella,Liparis tenuis J.J.Sm.
Liparis tenuis,wfo,accepted+synonym_of,Liparis tenella,wfo-0000228571,,,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis tenella)",explicit,4,2,Liparis tenella,
Liparis tenuis,cites_csv,accepted,,59755,"Rolfe ex Downie, 1925",,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis tenella)",explicit,4,2,Liparis tenella,"Liparis tenuis Rolfe ex Downie, 1925"
Liparis tenuis,user_synonyms,accepted,,,,,status_conflict,"accepted by cites_csv, user_synonyms, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis tenella)",implied_by_synonym_row,4,2,Liparis tenella,Liparis tenuis
Liparis tonkinensis,wcvp,synonym_of,Liparis odorata,113235,Gagnep.,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis tonkinensis Gagnep.
Liparis tonkinensis,wfo,synonym_of,Liparis odorata,wfo-0000228580,Gagnep.,Unknown,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis tonkinensis Gagnep.
Liparis tonkinensis,user_synonyms,synonym_of,Liparis odorata,10377,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis odorata, but Liparis odorata is itself contested",explicit,0,3,Liparis odorata,Liparis tonkinensis
Liparis uchiyamae,wcvp,synonym_of,Liparis bootanensis,113260,Schltr.,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis uchiyamae Schltr.
Liparis uchiyamae,wfo,synonym_of,Liparis bootanensis,wfo-0000228607,Schltr.,Unknown,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis uchiyamae Schltr.
Liparis uchiyamae,user_synonyms,synonym_of,Liparis bootanensis,6838,,Heterotypic,parent_contested,"all 3 source(s) place it in Liparis bootanensis, but Liparis bootanensis is itself contested",explicit,0,3,Liparis bootanensis,Liparis uchiyamae
Liparis vexillifera,wcvp,accepted+synonym_of,Liparis arnoglossophylla|Liparis lindeniana,113268,,,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis arnoglossophylla, Liparis lindeniana)",explicit,4,2,Liparis arnoglossophylla|Liparis lindeniana,
Liparis vexillifera,wfo,accepted+synonym_of,Liparis arnoglossophylla|Liparis lindeniana,wfo-0000228614,,,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis arnoglossophylla, Liparis lindeniana)",explicit,4,2,Liparis arnoglossophylla|Liparis lindeniana,
Liparis vexillifera,cites_csv,accepted,,59759,"(Lex.) Cogn., 1895",,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis arnoglossophylla, Liparis lindeniana)",explicit,4,2,Liparis arnoglossophylla|Liparis lindeniana,"Liparis vexillifera (Lex.) Cogn., 1895"
Liparis vexillifera,cites_pdf,accepted,,,(Lex.) Cogn.,,status_conflict,"accepted by cites_csv, cites_pdf, wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis arnoglossophylla, Liparis lindeniana)",implied_by_synonym_row,4,2,Liparis arnoglossophylla|Liparis lindeniana,Liparis vexillifera (Lex.) Cogn.
Liparis violaceo-nervosa,wfo,synonym_of,Liparis nervosa,wfo-0000228617,Guillaumin,Unknown,parent_contested,"all 1 source(s) place it in Liparis nervosa, but Liparis nervosa is itself contested",explicit,0,1,Liparis nervosa,Liparis violaceo-nervosa Guillaumin
Liparis violaceonervosa,wcvp,synonym_of,Liparis nervosa,113270,Guillaumin,Heterotypic,parent_contested,"all 1 source(s) place it in Liparis nervosa, but Liparis nervosa is itself contested",explicit,0,1,Liparis nervosa,Liparis violaceonervosa Guillaumin
Liparis viridicallus,wcvp,synonym_of,Liparis halconensis,113271,Holttum,Heterotypic,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis halconensis)",explicit,1,2,Liparis halconensis,Liparis viridicallus Holttum
Liparis viridicallus,wfo,synonym_of,Liparis halconensis,wfo-0000228618,Holttum,Unknown,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis halconensis)",explicit,1,2,Liparis halconensis,Liparis viridicallus Holttum
Liparis viridicallus,cites_csv,accepted,,15516,"Holttum, 1953",,status_conflict,"accepted by cites_csv; treated as a synonym by wcvp, wfo (of Liparis halconensis)",explicit,1,2,Liparis halconensis,"Liparis viridicallus Holttum, 1953"
Liparis walkerae,wcvp,accepted+synonym_of,Liparis atropurpurea,113278,Wight,Nomenclatural,status_conflict,"accepted by wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis atropurpurea)",explicit,2,2,Liparis atropurpurea,Liparis walkerae Wight
Liparis walkerae,wfo,accepted+synonym_of,Liparis atropurpurea,wfo-0000228625,Wight,Unknown,status_conflict,"accepted by wcvp, wfo; treated as a synonym by wcvp, wfo (of Liparis atropurpurea)",explicit,2,2,Liparis atropurpurea,Liparis walkerae Wight
Liparis wightii,wcvp,synonym_of,Liparis elliptica,113287,Rchb.f.,Nomenclatural,parent_contested,"all 3 source(s) place it in Liparis elliptica, but Liparis elliptica is itself contested",explicit,0,3,Liparis elliptica,Liparis wightii Rchb.f.
Liparis wightii,wfo,synonym_of,Liparis elliptica,wfo-0000228635,Rchb.f.,Unknown,parent_contested,"all 3 source(s) place it in Liparis elliptica, but Liparis elliptica is itself contested",explicit,0,3,Liparis elliptica,Liparis wightii Rchb.f.
Liparis wightii,user_synonyms,synonym_of,Liparis elliptica,10341,,Homotypic,parent_contested,"all 3 source(s) place it in Liparis elliptica, but Liparis elliptica is itself contested",explicit,0,3,Liparis elliptica,Liparis wightii
Lisowskia welwitschii,wcvp,synonym_of,Malaxis melanotoessa|Malaxis welwitschii,347225,(Rchb.f.) Marg.,Homotypic,parent_conflict,"placed in 2 different parents: Malaxis melanotoessa, Malaxis welwitschii",explicit,0,2,Malaxis melanotoessa|Malaxis welwitschii,Lisowskia welwitschii (Rchb.f.) Marg.
Lisowskia welwitschii,wfo,synonym_of,Malaxis melanotoessa|Malaxis welwitschii,wfo-0000808982,(Rchb.f.) Marg.,Unknown,parent_conflict,"placed in 2 different parents: Malaxis melanotoessa, Malaxis welwitschii",explicit,0,2,Malaxis melanotoessa|Malaxis welwitschii,Lisowskia welwitschii (Rchb.f.) Marg.
Lissochilus angolensis,wcvp,synonym_of,Eulophia angolensis,113884,(Rchb.f.) Rchb.f.,Homotypic,parent_contested,"all 3 source(s) place it in Eulophia angolensis, but Eulophia angolensis is itself contested",explicit,0,3,Eulophia angolensis,Lissochilus angolensis (Rchb.f.) Rchb.f.
